control_for,Continent,functional_biome,control_within_dist,unique_id,nitrogen_depo,functional_biome_num,olson_biome_num,climatic_region_num,elevation,MaxTemp,BurnedAreaMean,human_modification,MAT,MAP,EVI,climatic_region,olson_biome,land_cover
Australia_555643752,Oceania,THN,100k,Australia_555643752_control,123.424278259277,24,7,3,16.5383434295654,35.7543830871582,0.306031286716461,0.0240585133433342,26.7599658966065,136.085952758789,3420.65112304688,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",ClosedForestDeciduousBroad
United States of America_555651903,North America,TMC,100k,United States of America_555651903_control,372.597778320313,5,5,18,727.646240234375,32.036922454834,0,0.235418781638145,9.41996955871582,53.3563499450684,2322.23950195313,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
United States of America_555651905,North America,TMC,100k,United States of America_555651905_control,906.888732910156,5,4,26,231.990097045898,27.6312999725342,0,0.418391942977905,9.5393590927124,98.6426620483399,3527.90942382813,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Australia_555645304,Oceania,SMN,500k,Australia_555645304_control,237.470932006836,20,13,6,231.999969482422,42.7956504821777,0.207012578845024,0.000274559861281887,27.7753105163574,40.534839630127,1377.85668945313,Arid,Deserts & Xeric Shrublands,HerbacousVeg
United States of America_555651879,North America,SLD,500k,United States of America_555651879_control,704.604431152344,7,13,4,667.821899414063,39.7691879272461,0,0.149171903729439,19.353588104248,7.63562536239624,1054.44458007813,Arid,Deserts & Xeric Shrublands,Shrubs
United States of America_555651933,North America,TMB,100k,United States of America_555651933_control,541.2958984375,17,5,7,1019.96453857422,32.5133171081543,0.00152663118205965,0.291713267564774,9.32560253143311,32.5693817138672,2403.80151367188,Arid,Temperate Conifer Forests,HerbacousVeg
United States of America_555651951,North America,SMB,100k,United States of America_555651951_control,510.392639160156,14,4,26,386.997833251953,25.537410736084,0,0.411797612905502,5.06911611557007,78.5445709228516,3175.24536132813,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555651994,North America,SLB,100k,United States of America_555651994_control,292.906494140625,13,8,7,787.772277832031,32.0502128601074,0,0.0742968171834946,5.02119398117065,34.4630088806152,1294.71179199219,Arid,"Temperate Grasslands, Savannas & Shrublands",HerbacousVeg
United States of America_555651996,North America,TMB,100k,United States of America_555651996_control,400.109161376953,17,5,26,2298.51342773438,26.1648979187012,0.00129197677597404,0.0622006580233574,3.15701484680176,64.4494094848633,2066.91772460937,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
United States of America_555652004,North America,TMC,100k,United States of America_555652004_control,333.208862304688,5,5,19,1649.22790527344,25.4202823638916,0,0.0240034312009811,3.13100743293762,120.534675598145,2001.810546875,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Sweden_555639726,Europe,TMB,1000k,Sweden_555639726_control,217.785339355469,17,6,27,168.320617675781,24.1456336975098,0,0.107233911752701,1.69186663627625,68.4749984741211,2263.62841796875,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
United States of America_555651887,North America,SLN,500k,United States of America_555651887_control,262.990264892578,19,13,7,1620.06750488281,33.9949073791504,0.0028993240557611,0.0480749122798443,12.9352884292603,19.4109230041504,977.7451171875,Arid,Deserts & Xeric Shrublands,HerbacousVeg
United States of America_555652206,North America,SLB,100k,United States of America_555652206_control,273.100616455078,13,13,7,1726.14477539063,31.9842548370361,7.94259176473133e-05,0.0683780238032341,8.20074081420898,33.0970649719238,970.517700195312,Arid,Deserts & Xeric Shrublands,HerbacousVeg
United States of America_555651897,North America,SLN,500k,United States of America_555651897_control,280.591552734375,19,13,4,854.227966308594,39.6224822998047,0,0.0186327509582043,19.4189167022705,8.21341609954834,839.549438476563,Arid,Deserts & Xeric Shrublands,Shrubs
United States of America_555652016,North America,SLN,100k,United States of America_555652016_control,219.480529785156,19,13,7,2341.09057617188,29.1214714050293,1.98750931303948e-05,0.00690744584426284,7.72648286819458,18.8185405731201,1381.00817871094,Arid,Deserts & Xeric Shrublands,OpenForestOther
United States of America_555652261,North America,SLB,100k,United States of America_555652261_control,295.236572265625,13,13,7,1601.68688964844,33.1148414611816,0.0461700260639191,0.0818951725959778,9.42383670806885,27.4068126678467,1266.328125,Arid,Deserts & Xeric Shrublands,HerbacousVeg
United States of America_555652263,North America,TLN,100k,United States of America_555652263_control,400.8896484375,22,12,8,1227.12158203125,34.2608642578125,0.000408301915740594,0.303433656692505,15.4174823760986,29.4842910766602,1853.32006835938,Temperate,"Mediterranean Forests, Woodlands & Scrub",Shrubs
United States of America_555652267,North America,SLN,100k,United States of America_555652267_control,219.819595336914,19,13,5,1406.35766601563,35.9118041992188,0,0.00905753206461668,14.5108222961426,10.9757852554321,585.943054199219,Arid,Deserts & Xeric Shrublands,Bare
United States of America_555652268,North America,SLD,100k,United States of America_555652268_control,749.305419921875,7,13,5,858.870178222656,38.8318710327148,0,0.0309147816151381,17.9539203643799,8.44538688659668,1084.23217773438,Arid,Deserts & Xeric Shrublands,Shrubs
United States of America_555652269,North America,TMC,100k,United States of America_555652269_control,882.210083007813,5,4,25,163.167129516602,30.9827747344971,0,0.500390291213989,10.8639707565308,96.737419128418,3475.97534179688,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555651899,North America,TMN,500k,United States of America_555651899_control,274.358062744141,23,5,9,245.829727172852,31.2198123931885,0.00768365059047937,0.397102832794189,12.1643180847168,95.1758880615234,3288.27270507813,Temperate,Temperate Conifer Forests,OpenForestOther
United States of America_555651907,North America,TLB,500k,United States of America_555651907_control,54.6155471801758,16,6,27,200.264633178711,22.3446769714355,0.00354842771776021,0.000416031311033294,0.364247560501099,75.4591751098633,1612.72253417969,Cold,Boreal Forests/Taiga,ClosedForestOther
United States of America_555652820,North America,SMB,100k,United States of America_555652820_control,299.418334960938,14,8,7,995.360046386719,33.5608558654785,0.000632925424724817,0.105202212929726,7.12769174575806,33.5330505371094,1482.84753417969,Arid,"Temperate Grasslands, Savannas & Shrublands",HerbacousVeg
United States of America_555652787,North America,TMB,100k,United States of America_555652787_control,240.520568847656,17,5,26,2302.03833007813,28.3084735870361,0,0.0609798431396484,5.56368350982666,55.4422836303711,1919.099609375,Cold,Temperate Conifer Forests,OpenForestOther
United States of America_555652275,North America,TMB,100k,United States of America_555652275_control,241.385498046875,17,13,7,1673.17626953125,33.4117584228516,1.67182349741779e-06,0.103972859680653,10.538553237915,26.0727577209473,1351.14721679688,Arid,Deserts & Xeric Shrublands,Shrubs
United States of America_555652912,North America,SLN,100k,United States of America_555652912_control,358.704650878906,19,13,7,1698.36853027344,33.7895965576172,0.00689264619722962,0.00111459114123136,13.9653120040894,13.1428394317627,995.048034667969,Arid,Deserts & Xeric Shrublands,Shrubs
United States of America_555651953,North America,TMC,500k,United States of America_555651953_control,736.585083007813,5,4,26,417.091186523438,28.3320579528809,0,0.244620516896248,6.75075006484985,100.473594665527,3575.73681640625,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555652018,North America,THN,100k,United States of America_555652018_control,390.921447753906,24,5,9,313.906127929688,29.5965061187744,8.31194938655244e-06,0.118030644953251,12.3992156982422,108.077178955078,4129.23779296875,Temperate,Temperate Conifer Forests,ClosedForestEvergreenNeedle
United States of America_555661659,North America,SHN,100k,United States of America_555661659_control,174.503768920898,21,1,1,309.616394042969,28.1533432006836,0,0.640110552310944,24.5097312927246,195.035873413086,5161.28466796875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,OpenForestOther
United States of America_555661667,North America,SLB,100k,United States of America_555661667_control,65.5696029663086,13,11,27,697.047973632813,18.0501728057861,0,0.086388036608696,1.9846328496933,359.686767578125,477.704864501953,Cold,Tundra,Bare
United States of America_555655845,North America,TMC,100k,United States of America_555655845_control,508.887298583984,5,4,26,136.500274658203,26.8852577209473,0,0.234289810061455,7.25833320617676,106.647163391113,3615.333984375,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Haiti_555643722,North America,SMN,over_1000k,Haiti_555643722_control,499.362335205078,20,13,4,670.981994628906,37.4561080932617,0,0.0664755329489708,23.0883522033691,25.5038642883301,1735.59167480469,Arid,Deserts & Xeric Shrublands,Shrubs
United States of America_555652014,North America,TLN,500k,United States of America_555652014_control,271.441528320313,22,12,7,1168.58654785156,32.0807647705078,0.0258718430995941,0.0179273188114166,15.6614456176758,21.877384185791,1600.15502929688,Arid,"Mediterranean Forests, Woodlands & Scrub",Shrubs
United States of America_555661671,North America,TMD,100k,United States of America_555661671_control,324.198211669922,11,5,9,661.292358398438,31.4239521026611,0.000839203537907451,0.0988269820809364,9.27899551391602,67.1011428833008,3352.80981445313,Temperate,Temperate Conifer Forests,ClosedForestEvergreenNeedle
United States of America_555661663,North America,TMB,100k,United States of America_555661663_control,320.483337402344,17,5,18,1581.78930664063,29.2004489898682,0,0.0506441295146942,5.58743619918823,83.4351348876953,2607.90698242188,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
United States of America_555661673,North America,TMB,100k,United States of America_555661673_control,274.171264648438,17,8,7,1611.02819824219,29.6449127197266,0,0.0716278851032257,4.7108793258667,37.3926391601563,2003.55493164063,Arid,"Temperate Grasslands, Savannas & Shrublands",OpenForestOther
United States of America_555661676,North America,TMN,100k,United States of America_555661676_control,243.445770263672,23,5,18,1523.3291015625,27.6270637512207,0.000605339475441724,0.0429248176515102,5.67027807235718,117.588996887207,2716.98779296875,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
United States of America_555661666,North America,TLC,100k,United States of America_555661666_control,106.298416137695,4,5,27,344.819183349609,19.9970321655273,0.000276210281299427,0.00140768836718053,4.46914196014404,297.193328857422,2169.88403320312,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
United States of America_555661678,North America,THN,100k,United States of America_555661678_control,311.557830810547,24,5,9,422.454559326172,23.2660694122314,0.0136802801862359,0.0474814064800739,10.8443622589111,208.858245849609,4590.38720703125,Temperate,Temperate Conifer Forests,ClosedForestEvergreenNeedle
United States of America_555661682,North America,TMN,100k,United States of America_555661682_control,266.839721679688,23,5,18,1585.87170410156,27.6834754943848,0.000117443749331869,0.0111457500606775,5.06546926498413,154.551605224609,1861.60339355469,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Canada_555661684,North America,SLC,100k,Canada_555661684_control,65.1156997680664,1,6,29,1627.80822753906,12.9475889205933,0.000133746594656259,0,-3.12187933921814,118.789901733398,299.2763671875,Polar,Boreal Forests/Taiga,Bare
United States of America_555662073,North America,TMC,100k,United States of America_555662073_control,736.20751953125,5,4,25,129.941421508789,28.6029052734375,0,0.404730081558228,9.27524089813232,103.211563110352,3408.330078125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555661675,North America,THN,100k,United States of America_555661675_control,1043.99377441406,24,4,14,119.491668701172,34.9631729125977,0,0.157466769218445,18.7383232116699,130.558517456055,4456.92333984375,Temperate,Temperate Broadleaf & Mixed Forests,Cultivated
United States of America_555662076,North America,TMB,100k,United States of America_555662076_control,670.104736328125,17,4,26,393.548461914063,27.1236476898193,0,0.481958240270615,8.31213665008545,121.337257385254,3397.94873046875,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555662081,North America,TMB,100k,United States of America_555662081_control,735.772155761719,17,4,26,369.158752441406,29.2311611175537,0,0.365307927131653,9.36752986907959,90.6651611328125,3741.80688476563,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555662087,North America,TMC,100k,United States of America_555662087_control,736.480651855469,5,4,26,261.079650878906,28.7125377655029,0,0.374862492084503,9.25424957275391,107.285079956055,3839.55688476563,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
United States of America_555662091,North America,TMC,100k,United States of America_555662091_control,882.210083007813,5,4,25,207.244171142578,30.8443126678467,0,0.320484191179276,10.6512928009033,97.8788833618164,3566.99267578125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555662092,North America,TMC,100k,United States of America_555662092_control,1128.54919433594,5,4,26,474.6640625,29.3414173126221,0,0.395466148853302,9.31398296356201,113.060348510742,3333.9345703125,Cold,Temperate Broadleaf & Mixed Forests,Cultivated
United States of America_555651929,North America,TMC,500k,United States of America_555651929_control,733.662048339844,5,4,26,192.394897460938,28.8934288024902,0,0.164134666323662,6.98353719711304,80.0725631713867,3027.66748046875,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555662096,North America,TMC,100k,United States of America_555662096_control,1128.54919433594,5,4,26,400.066558837891,29.7300930023193,0,0.370379149913788,10.0859451293945,105.397842407227,3628.72216796875,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555662094,North America,TMC,100k,United States of America_555662094_control,720.554321289063,5,4,26,87.6135711669922,29.1909217834473,0,0.320624113082886,7.66198015213013,83.8198089599609,3218.3017578125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555662097,North America,TMC,100k,United States of America_555662097_control,736.20751953125,5,4,26,313.732757568359,27.9373931884766,0,0.313836634159088,7.27031946182251,105.943153381348,3721.52465820313,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
United States of America_555662098,North America,TMB,100k,United States of America_555662098_control,696.365661621094,17,4,26,573.106506347656,26.2444820404053,0,0.307552874088287,7.69952726364136,109.014678955078,3613.71826171875,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555662101,North America,TMC,100k,United States of America_555662101_control,826.311340332031,5,4,25,75.9843292236328,29.1356201171875,0,0.703819155693054,11.5032711029053,112.791381835938,3598.62573242188,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555662102,North America,TMB,100k,United States of America_555662102_control,750.828063964844,17,4,26,200.445175170898,29.52880859375,0,0.562314689159393,9.59105110168457,81.6545333862305,3375.8544921875,Cold,Temperate Broadleaf & Mixed Forests,OpenForestOther
United States of America_555662099,North America,TMC,100k,United States of America_555662099_control,984.272338867187,5,4,26,685.289123535156,27.0961360931397,0,0.19552019238472,7.72006845474243,98.1917419433594,3578.63647460938,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_555662082,North America,TMC,100k,United States of America_555662082_control,744.987487792969,5,4,26,601.074890136719,25.9443855285645,0,0.257179409265518,7.52999591827393,96.9913711547852,3735.04736328125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
